device_id,total_txn,fraud_txn,fraud_rate,device_type,device_info
mobile-RNE-L21 Build/HUAWEIRNE-L21,2,0,0.0,mobile,RNE-L21 Build/HUAWEIRNE-L21
mobile-RNE-L23 Build/HUAWEIRNE-L23,1,1,1.0,mobile,RNE-L23 Build/HUAWEIRNE-L23
mobile-RS988 Build/MMB29M,3,0,0.0,mobile,RS988 Build/MMB29M
mobile-Redmi,4,0,0.0,mobile,Redmi
mobile-Redmi 4A Build/N2G47H,1,0,0.0,mobile,Redmi 4A Build/N2G47H
mobile-Redmi 4X Build/N2G47H,9,2,0.222222,mobile,Redmi 4X Build/N2G47H
mobile-Redmi 5 Plus Build/N2G47H,2,0,0.0,mobile,Redmi 5 Plus Build/N2G47H
mobile-Redmi Note 3 Build/MMB29M,4,1,0.25,mobile,Redmi Note 3 Build/MMB29M
mobile-Redmi Note 4 Build/MMB29M,2,2,1.0,mobile,Redmi Note 4 Build/MMB29M
mobile-Redmi Note 4 Build/NRD90M,9,1,0.111111,mobile,Redmi Note 4 Build/NRD90M
mobile-Robin,1,0,0.0,mobile,Robin
mobile-S60 Build/MMB29M,1,0,0.0,mobile,S60 Build/MMB29M
mobile-SAMSUNG,43,1,0.023256,mobile,SAMSUNG
mobile-SAMSUNG SM-A300H Build/LRX22G,1,0,0.0,mobile,SAMSUNG SM-A300H Build/LRX22G
mobile-SAMSUNG SM-A310F Build/NRD90M,3,0,0.0,mobile,SAMSUNG SM-A310F Build/NRD90M
mobile-SAMSUNG SM-A320FL Build/NRD90M,1,0,0.0,mobile,SAMSUNG SM-A320FL Build/NRD90M
mobile-SAMSUNG SM-A320Y Build/NRD90M,2,0,0.0,mobile,SAMSUNG SM-A320Y Build/NRD90M
mobile-SAMSUNG SM-A510F Build/NRD90M,1,0,0.0,mobile,SAMSUNG SM-A510F Build/NRD90M
mobile-SAMSUNG SM-A510M Build/MMB29K,2,1,0.5,mobile,SAMSUNG SM-A510M Build/MMB29K
mobile-SAMSUNG SM-A510M Build/NRD90M,3,0,0.0,mobile,SAMSUNG SM-A510M Build/NRD90M
mobile-SAMSUNG SM-A520F Build/NRD90M,6,1,0.166667,mobile,SAMSUNG SM-A520F Build/NRD90M
mobile-SAMSUNG SM-A710M Build/NRD90M,3,0,0.0,mobile,SAMSUNG SM-A710M Build/NRD90M
mobile-SAMSUNG SM-A720F Build/NRD90M,4,0,0.0,mobile,SAMSUNG SM-A720F Build/NRD90M
mobile-SAMSUNG SM-G530H Build/LRX22G,2,0,0.0,mobile,SAMSUNG SM-G530H Build/LRX22G
mobile-SAMSUNG SM-G530T Build/LMY47X,1,0,0.0,mobile,SAMSUNG SM-G530T Build/LMY47X
mobile-SAMSUNG SM-G531H Build/LMY48B,15,0,0.0,mobile,SAMSUNG SM-G531H Build/LMY48B
mobile-SAMSUNG SM-G532M Build/MMB29T,25,2,0.08,mobile,SAMSUNG SM-G532M Build/MMB29T
mobile-SAMSUNG SM-G550T1 Build/MMB29K,3,2,0.666667,mobile,SAMSUNG SM-G550T1 Build/MMB29K
mobile-SAMSUNG SM-G570M Build/MMB29K,4,0,0.0,mobile,SAMSUNG SM-G570M Build/MMB29K
mobile-SAMSUNG SM-G570M Build/NRD90M,2,0,0.0,mobile,SAMSUNG SM-G570M Build/NRD90M
mobile-SAMSUNG SM-G610M Build/MMB29K,9,1,0.111111,mobile,SAMSUNG SM-G610M Build/MMB29K
mobile-SAMSUNG SM-G610M Build/NRD90M,4,0,0.0,mobile,SAMSUNG SM-G610M Build/NRD90M
mobile-SAMSUNG SM-G800F Build/MMB29K,1,0,0.0,mobile,SAMSUNG SM-G800F Build/MMB29K
mobile-SAMSUNG SM-G850F/G850FXXS2CQD9 Build/LRX22G,2,0,0.0,mobile,SAMSUNG SM-G850F/G850FXXS2CQD9 Build/LRX22G
mobile-SAMSUNG SM-G890A Build/NRD90M,1,0,0.0,mobile,SAMSUNG SM-G890A Build/NRD90M
mobile-SAMSUNG SM-G891A Build/NRD90M,8,7,0.875,mobile,SAMSUNG SM-G891A Build/NRD90M
mobile-SAMSUNG SM-G892A Build/NRD90M,3,0,0.0,mobile,SAMSUNG SM-G892A Build/NRD90M
mobile-SAMSUNG SM-G892A Build/R16NW,2,0,0.0,mobile,SAMSUNG SM-G892A Build/R16NW
mobile-SAMSUNG SM-G900A Build/MMB29M,2,0,0.0,mobile,SAMSUNG SM-G900A Build/MMB29M
mobile-SAMSUNG SM-G900F Build/MMB29M,2,0,0.0,mobile,SAMSUNG SM-G900F Build/MMB29M
mobile-SAMSUNG SM-G900T Build/MMB29M,1,0,0.0,mobile,SAMSUNG SM-G900T Build/MMB29M
mobile-SAMSUNG SM-G903F Build/MMB29K,1,0,0.0,mobile,SAMSUNG SM-G903F Build/MMB29K
mobile-SAMSUNG SM-G920F Build/NRD90M,2,0,0.0,mobile,SAMSUNG SM-G920F Build/NRD90M
mobile-SAMSUNG SM-G920I Build/NRD90M,3,0,0.0,mobile,SAMSUNG SM-G920I Build/NRD90M
mobile-SAMSUNG SM-G920P Build/NRD90M,3,0,0.0,mobile,SAMSUNG SM-G920P Build/NRD90M
mobile-SAMSUNG SM-G920T Build/NRD90M,2,0,0.0,mobile,SAMSUNG SM-G920T Build/NRD90M
mobile-SAMSUNG SM-G925F Build/NRD90M,4,2,0.5,mobile,SAMSUNG SM-G925F Build/NRD90M
mobile-SAMSUNG SM-G925I Build/NRD90M,2,0,0.0,mobile,SAMSUNG SM-G925I Build/NRD90M
mobile-SAMSUNG SM-G925T Build/NRD90M,1,0,0.0,mobile,SAMSUNG SM-G925T Build/NRD90M
mobile-SAMSUNG SM-G928G Build/NRD90M,3,0,0.0,mobile,SAMSUNG SM-G928G Build/NRD90M
mobile-SAMSUNG SM-G930A Build/NRD90M,7,0,0.0,mobile,SAMSUNG SM-G930A Build/NRD90M
mobile-SAMSUNG SM-G930F Build/NRD90M,13,0,0.0,mobile,SAMSUNG SM-G930F Build/NRD90M
mobile-SAMSUNG SM-G930F/XXU2DRC1 Build/NRD90M,3,0,0.0,mobile,SAMSUNG SM-G930F/XXU2DRC1 Build/NRD90M
mobile-SAMSUNG SM-G930P Build/NRD90M,2,0,0.0,mobile,SAMSUNG SM-G930P Build/NRD90M
mobile-SAMSUNG SM-G930R4 Build/NRD90M,1,0,0.0,mobile,SAMSUNG SM-G930R4 Build/NRD90M
mobile-SAMSUNG SM-G930T Build/NRD90M,2,0,0.0,mobile,SAMSUNG SM-G930T Build/NRD90M
mobile-SAMSUNG SM-G935A Build/NRD90M,1,0,0.0,mobile,SAMSUNG SM-G935A Build/NRD90M
mobile-SAMSUNG SM-G935F Build/MMB29K,1,0,0.0,mobile,SAMSUNG SM-G935F Build/MMB29K
mobile-SAMSUNG SM-G935F Build/NRD90M,18,0,0.0,mobile,SAMSUNG SM-G935F Build/NRD90M
mobile-SAMSUNG SM-G935T Build/NRD90M,5,0,0.0,mobile,SAMSUNG SM-G935T Build/NRD90M
mobile-SAMSUNG SM-G950F Build/NRD90M,9,0,0.0,mobile,SAMSUNG SM-G950F Build/NRD90M
mobile-SAMSUNG SM-G950F Build/R16NW,3,0,0.0,mobile,SAMSUNG SM-G950F Build/R16NW
mobile-SAMSUNG SM-G950U Build/NRD90M,23,1,0.043478,mobile,SAMSUNG SM-G950U Build/NRD90M
mobile-SAMSUNG SM-G950U Build/R16NW,1,0,0.0,mobile,SAMSUNG SM-G950U Build/R16NW
mobile-SAMSUNG SM-G950U1 Build/NRD90M,1,0,0.0,mobile,SAMSUNG SM-G950U1 Build/NRD90M
mobile-SAMSUNG SM-G955F Build/NRD90M,10,1,0.1,mobile,SAMSUNG SM-G955F Build/NRD90M
mobile-SAMSUNG SM-G955U Build/NRD90M,22,7,0.318182,mobile,SAMSUNG SM-G955U Build/NRD90M
mobile-SAMSUNG SM-G955U Build/R16NW,3,0,0.0,mobile,SAMSUNG SM-G955U Build/R16NW
mobile-SAMSUNG SM-G9650 Build/R16NW,1,1,1.0,mobile,SAMSUNG SM-G9650 Build/R16NW
mobile-SAMSUNG SM-G965U Build/R16NW,2,0,0.0,mobile,SAMSUNG SM-G965U Build/R16NW
mobile-SAMSUNG SM-G965U1 Build/R16NW,1,0,0.0,mobile,SAMSUNG SM-G965U1 Build/R16NW
mobile-SAMSUNG SM-J120H Build/LMY47V,8,6,0.75,mobile,SAMSUNG SM-J120H Build/LMY47V
mobile-SAMSUNG SM-J250M Build/NMF26X,1,0,0.0,mobile,SAMSUNG SM-J250M Build/NMF26X
mobile-SAMSUNG SM-J320FN Build/LMY47V,2,0,0.0,mobile,SAMSUNG SM-J320FN Build/LMY47V
mobile-SAMSUNG SM-J320M Build/LMY47V,1,0,0.0,mobile,SAMSUNG SM-J320M Build/LMY47V
mobile-SAMSUNG SM-J327A Build/NRD90M,3,0,0.0,mobile,SAMSUNG SM-J327A Build/NRD90M
mobile-SAMSUNG SM-J327AZ Build/NRD90M,1,0,0.0,mobile,SAMSUNG SM-J327AZ Build/NRD90M
mobile-SAMSUNG SM-J327P Build/MMB29M,1,0,0.0,mobile,SAMSUNG SM-J327P Build/MMB29M
mobile-SAMSUNG SM-J327T Build/NRD90M,1,0,0.0,mobile,SAMSUNG SM-J327T Build/NRD90M
mobile-SAMSUNG SM-J327T1 Build/NRD90M,6,3,0.5,mobile,SAMSUNG SM-J327T1 Build/NRD90M
mobile-SAMSUNG SM-J500FN Build/MMB29M,2,0,0.0,mobile,SAMSUNG SM-J500FN Build/MMB29M
mobile-SAMSUNG SM-J500M Build/LMY48B,2,0,0.0,mobile,SAMSUNG SM-J500M Build/LMY48B
mobile-SAMSUNG SM-J500M Build/MMB29M,3,0,0.0,mobile,SAMSUNG SM-J500M Build/MMB29M
mobile-SAMSUNG SM-J510MN Build/MMB29M,1,0,0.0,mobile,SAMSUNG SM-J510MN Build/MMB29M
mobile-SAMSUNG SM-J530F Build/NRD90M,1,0,0.0,mobile,SAMSUNG SM-J530F Build/NRD90M
mobile-SAMSUNG SM-J530GM Build/NRD90M,1,0,0.0,mobile,SAMSUNG SM-J530GM Build/NRD90M
mobile-SAMSUNG SM-J700M Build/LMY48B,2,0,0.0,mobile,SAMSUNG SM-J700M Build/LMY48B
mobile-SAMSUNG SM-J700M Build/MMB29K,29,4,0.137931,mobile,SAMSUNG SM-J700M Build/MMB29K
mobile-SAMSUNG SM-J700T Build/NMF26X,5,1,0.2,mobile,SAMSUNG SM-J700T Build/NMF26X
mobile-SAMSUNG SM-J700T1 Build/NMF26X,1,0,0.0,mobile,SAMSUNG SM-J700T1 Build/NMF26X
mobile-SAMSUNG SM-J701M Build/NRD90M,8,3,0.375,mobile,SAMSUNG SM-J701M Build/NRD90M
mobile-SAMSUNG SM-J710MN Build/MMB29K,1,0,0.0,mobile,SAMSUNG SM-J710MN Build/MMB29K
mobile-SAMSUNG SM-J710MN Build/NRD90M,2,0,0.0,mobile,SAMSUNG SM-J710MN Build/NRD90M
mobile-SAMSUNG SM-J727T1 Build/NRD90M,1,0,0.0,mobile,SAMSUNG SM-J727T1 Build/NRD90M
mobile-SAMSUNG SM-J730GM Build/NRD90M,14,0,0.0,mobile,SAMSUNG SM-J730GM Build/NRD90M
mobile-SAMSUNG SM-N910A Build/MMB29M,1,0,0.0,mobile,SAMSUNG SM-N910A Build/MMB29M
mobile-SAMSUNG SM-N920A Build/NRD90M,2,0,0.0,mobile,SAMSUNG SM-N920A Build/NRD90M
mobile-SAMSUNG SM-N920P Build/NRD90M,2,0,0.0,mobile,SAMSUNG SM-N920P Build/NRD90M
mobile-SAMSUNG SM-N920T Build/NRD90M,2,0,0.0,mobile,SAMSUNG SM-N920T Build/NRD90M
mobile-SAMSUNG SM-N950F Build/NMF26X,7,0,0.0,mobile,SAMSUNG SM-N950F Build/NMF26X
mobile-SAMSUNG SM-N950U Build/NMF26X,15,0,0.0,mobile,SAMSUNG SM-N950U Build/NMF26X
mobile-SAMSUNG SM-N950U Build/R16NW,5,0,0.0,mobile,SAMSUNG SM-N950U Build/R16NW
mobile-SAMSUNG SM-N950U1 Build/NMF26X,2,0,0.0,mobile,SAMSUNG SM-N950U1 Build/NMF26X
mobile-SAMSUNG SM-P580 Build/NRD90M,1,0,0.0,mobile,SAMSUNG SM-P580 Build/NRD90M
mobile-SAMSUNG SM-S727VL Build/MMB29M,2,0,0.0,mobile,SAMSUNG SM-S727VL Build/MMB29M
mobile-SAMSUNG SM-T530NU Build/LRX22G,3,0,0.0,mobile,SAMSUNG SM-T530NU Build/LRX22G
mobile-SAMSUNG SM-T550 Build/NMF26X,1,0,0.0,mobile,SAMSUNG SM-T550 Build/NMF26X
mobile-SAMSUNG SM-T580 Build/NRD90M,5,2,0.4,mobile,SAMSUNG SM-T580 Build/NRD90M
mobile-SAMSUNG SM-T587P Build/NRD90M,5,0,0.0,mobile,SAMSUNG SM-T587P Build/NRD90M
mobile-SAMSUNG SM-T710 Build/NRD90M,2,2,1.0,mobile,SAMSUNG SM-T710 Build/NRD90M
mobile-SAMSUNG SM-T800 Build/MMB29K,1,0,0.0,mobile,SAMSUNG SM-T800 Build/MMB29K
mobile-SAMSUNG SM-T810 Build/NRD90M,5,3,0.6,mobile,SAMSUNG SM-T810 Build/NRD90M
mobile-SAMSUNG-SGH-I497,1,0,0.0,mobile,SAMSUNG-SGH-I497
mobile-SAMSUNG-SM-G530AZ Build/LMY48B,5,1,0.2,mobile,SAMSUNG-SM-G530AZ Build/LMY48B
mobile-SAMSUNG-SM-G870A Build/MMB29M,1,0,0.0,mobile,SAMSUNG-SM-G870A Build/MMB29M
mobile-SAMSUNG-SM-G890A Build/MMB29K,1,0,0.0,mobile,SAMSUNG-SM-G890A Build/MMB29K
mobile-SAMSUNG-SM-G890A Build/NRD90M,2,0,0.0,mobile,SAMSUNG-SM-G890A Build/NRD90M
mobile-SAMSUNG-SM-G891A Build/NRD90M,4,0,0.0,mobile,SAMSUNG-SM-G891A Build/NRD90M
mobile-SAMSUNG-SM-G900A Build/LMY47X,1,0,0.0,mobile,SAMSUNG-SM-G900A Build/LMY47X
mobile-SAMSUNG-SM-G900A Build/LRX21T,1,0,0.0,mobile,SAMSUNG-SM-G900A Build/LRX21T
mobile-SAMSUNG-SM-G900A Build/MMB29M,1,0,0.0,mobile,SAMSUNG-SM-G900A Build/MMB29M
mobile-SAMSUNG-SM-G920A Build/MMB29K,1,0,0.0,mobile,SAMSUNG-SM-G920A Build/MMB29K
mobile-SAMSUNG-SM-G920A Build/NRD90M,5,0,0.0,mobile,SAMSUNG-SM-G920A Build/NRD90M
mobile-SAMSUNG-SM-G925A Build/MMB29K,2,0,0.0,mobile,SAMSUNG-SM-G925A Build/MMB29K
mobile-SAMSUNG-SM-G925A Build/NRD90M,1,0,0.0,mobile,SAMSUNG-SM-G925A Build/NRD90M
mobile-SAMSUNG-SM-G928A Build/NRD90M,4,0,0.0,mobile,SAMSUNG-SM-G928A Build/NRD90M
mobile-SAMSUNG-SM-G930A Build/NRD90M,18,0,0.0,mobile,SAMSUNG-SM-G930A Build/NRD90M
mobile-SAMSUNG-SM-G935A,2,0,0.0,mobile,SAMSUNG-SM-G935A
mobile-SAMSUNG-SM-G935A Build/NRD90M,5,0,0.0,mobile,SAMSUNG-SM-G935A Build/NRD90M
mobile-SAMSUNG-SM-J320A Build/MMB29K,2,0,0.0,mobile,SAMSUNG-SM-J320A Build/MMB29K
mobile-SAMSUNG-SM-J727A Build/NRD90M,1,0,0.0,mobile,SAMSUNG-SM-J727A Build/NRD90M
mobile-SAMSUNG-SM-J727AZ,1,0,0.0,mobile,SAMSUNG-SM-J727AZ
mobile-SAMSUNG-SM-N900A,1,1,1.0,mobile,SAMSUNG-SM-N900A
mobile-SAMSUNG-SM-N900A Build/LRX21V,1,0,0.0,mobile,SAMSUNG-SM-N900A Build/LRX21V
mobile-SAMSUNG-SM-N920A,1,0,0.0,mobile,SAMSUNG-SM-N920A
mobile-SAMSUNG-SM-N920A Build/NRD90M,1,0,0.0,mobile,SAMSUNG-SM-N920A Build/NRD90M
mobile-SAMSUNG-SM-T377A Build/MMB29K,4,0,0.0,mobile,SAMSUNG-SM-T377A Build/MMB29K
mobile-SC-02H,1,0,0.0,mobile,SC-02H
mobile-SGH-I317M,1,0,0.0,mobile,SGH-I317M
mobile-SGH-I337M Build/LRX22C,4,0,0.0,mobile,SGH-I337M Build/LRX22C
mobile-SGH-M919N,1,0,0.0,mobile,SGH-M919N
mobile-SGP521,1,0,0.0,mobile,SGP521
mobile-SGP621 Build/23.5.A.1.291,1,0,0.0,mobile,SGP621 Build/23.5.A.1.291
mobile-SH-04F,1,0,0.0,mobile,SH-04F
mobile-SLA-L03 Build/HUAWEISLA-L03,8,1,0.125,mobile,SLA-L03 Build/HUAWEISLA-L03
mobile-SLA-L23,1,0,0.0,mobile,SLA-L23
mobile-SM-A300FU Build/MMB29M,2,0,0.0,mobile,SM-A300FU Build/MMB29M
mobile-SM-A300H Build/LRX22G,41,30,0.731707,mobile,SM-A300H Build/LRX22G
mobile-SM-A300M,1,0,0.0,mobile,SM-A300M
mobile-SM-A310F Build/MMB29K,1,0,0.0,mobile,SM-A310F Build/MMB29K
mobile-SM-A310F Build/NRD90M,4,0,0.0,mobile,SM-A310F Build/NRD90M
mobile-SM-A310M Build/LMY47X,4,0,0.0,mobile,SM-A310M Build/LMY47X
mobile-SM-A320FL Build/MMB29K,1,0,0.0,mobile,SM-A320FL Build/MMB29K
mobile-SM-A320FL Build/NRD90M,5,0,0.0,mobile,SM-A320FL Build/NRD90M
mobile-SM-A320Y,2,0,0.0,mobile,SM-A320Y
mobile-SM-A320Y Build/NRD90M,3,1,0.333333,mobile,SM-A320Y Build/NRD90M
mobile-SM-A500FU,1,0,0.0,mobile,SM-A500FU
mobile-SM-A500M Build/KTU84P,11,3,0.272727,mobile,SM-A500M Build/KTU84P
mobile-SM-A500M Build/LRX22G,2,0,0.0,mobile,SM-A500M Build/LRX22G
mobile-SM-A510F Build/NRD90M,1,0,0.0,mobile,SM-A510F Build/NRD90M
mobile-SM-A510M Build/LMY47X,6,5,0.833333,mobile,SM-A510M Build/LMY47X
mobile-SM-A510M Build/MMB29K,10,8,0.8,mobile,SM-A510M Build/MMB29K
mobile-SM-A510M Build/NRD90M,16,4,0.25,mobile,SM-A510M Build/NRD90M
mobile-SM-A520F Build/MMB29K,2,0,0.0,mobile,SM-A520F Build/MMB29K
mobile-SM-A520F Build/NRD90M,31,0,0.0,mobile,SM-A520F Build/NRD90M
mobile-SM-A520W Build/NRD90M,3,0,0.0,mobile,SM-A520W Build/NRD90M
mobile-SM-A530F Build/NMF26X,4,0,0.0,mobile,SM-A530F Build/NMF26X
mobile-SM-A710M,1,0,0.0,mobile,SM-A710M
mobile-SM-A710M Build/LMY47X,4,0,0.0,mobile,SM-A710M Build/LMY47X
mobile-SM-A710M Build/NRD90M,2,1,0.5,mobile,SM-A710M Build/NRD90M
mobile-SM-A720F Build/MMB29K,1,0,0.0,mobile,SM-A720F Build/MMB29K
mobile-SM-A720F Build/NRD90M,19,3,0.157895,mobile,SM-A720F Build/NRD90M
mobile-SM-A730F Build/NMF26X,1,0,0.0,mobile,SM-A730F Build/NMF26X
mobile-SM-E500M Build/KTU84P,3,0,0.0,mobile,SM-E500M Build/KTU84P
mobile-SM-E700M,1,0,0.0,mobile,SM-E700M
mobile-SM-G318ML,1,0,0.0,mobile,SM-G318ML
mobile-SM-G355M Build/KOT49H,5,0,0.0,mobile,SM-G355M Build/KOT49H
mobile-SM-G360T1 Build/LMY47X,1,0,0.0,mobile,SM-G360T1 Build/LMY47X
mobile-SM-G360V Build/LMY48B,1,0,0.0,mobile,SM-G360V Build/LMY48B
mobile-SM-G361F,1,0,0.0,mobile,SM-G361F
mobile-SM-G386T,1,0,0.0,mobile,SM-G386T
mobile-SM-G530H Build/KTU84P,7,6,0.857143,mobile,SM-G530H Build/KTU84P
mobile-SM-G530H Build/LRX22G,11,1,0.090909,mobile,SM-G530H Build/LRX22G
mobile-SM-G530T,1,0,0.0,mobile,SM-G530T
mobile-SM-G531H Build/LMY48B,90,5,0.055556,mobile,SM-G531H Build/LMY48B
mobile-SM-G532M Build/MMB29T,59,2,0.033898,mobile,SM-G532M Build/MMB29T
mobile-SM-G550T Build/MMB29K,4,1,0.25,mobile,SM-G550T Build/MMB29K
mobile-SM-G550T1 Build/MMB29K,8,3,0.375,mobile,SM-G550T1 Build/MMB29K
mobile-SM-G570M Build/MMB29K,37,1,0.027027,mobile,SM-G570M Build/MMB29K
mobile-SM-G570M Build/NRD90M,8,0,0.0,mobile,SM-G570M Build/NRD90M
mobile-SM-G610F,1,0,0.0,mobile,SM-G610F
mobile-SM-G610F Build/NRD90M,2,0,0.0,mobile,SM-G610F Build/NRD90M
mobile-SM-G610M Build/MMB29K,83,6,0.072289,mobile,SM-G610M Build/MMB29K
mobile-SM-G610M Build/NRD90M,13,0,0.0,mobile,SM-G610M Build/NRD90M
mobile-SM-G615F,1,1,1.0,mobile,SM-G615F
mobile-SM-G730W8 Build/KOT49H,1,0,0.0,mobile,SM-G730W8 Build/KOT49H
mobile-SM-G800F Build/KOT49H,1,0,0.0,mobile,SM-G800F Build/KOT49H
mobile-SM-G800F Build/MMB29K,3,0,0.0,mobile,SM-G800F Build/MMB29K
mobile-SM-G800M Build/KOT49H,5,3,0.6,mobile,SM-G800M Build/KOT49H
mobile-SM-G850M,1,1,1.0,mobile,SM-G850M
mobile-SM-G850M Build/LRX22G,3,0,0.0,mobile,SM-G850M Build/LRX22G
mobile-SM-G900F Build/KOT49H,3,1,0.333333,mobile,SM-G900F Build/KOT49H
mobile-SM-G900F Build/MMB29M,2,0,0.0,mobile,SM-G900F Build/MMB29M
mobile-SM-G900H Build/MMB29K,1,0,0.0,mobile,SM-G900H Build/MMB29K
mobile-SM-G900M Build/LRX21T,15,4,0.266667,mobile,SM-G900M Build/LRX21T
mobile-SM-G900M Build/MMB29M,2,0,0.0,mobile,SM-G900M Build/MMB29M
mobile-SM-G900P,1,0,0.0,mobile,SM-G900P
mobile-SM-G900P Build/MMB29M,3,0,0.0,mobile,SM-G900P Build/MMB29M
mobile-SM-G900T Build/MMB29M,3,0,0.0,mobile,SM-G900T Build/MMB29M
mobile-SM-G900V,1,0,0.0,mobile,SM-G900V
mobile-SM-G900V Build/MMB29M,14,0,0.0,mobile,SM-G900V Build/MMB29M
mobile-SM-G903W,1,0,0.0,mobile,SM-G903W
mobile-SM-G920F Build/MMB29K,2,0,0.0,mobile,SM-G920F Build/MMB29K
mobile-SM-G920F Build/NRD90M,6,0,0.0,mobile,SM-G920F Build/NRD90M
mobile-SM-G920I Build/NRD90M,3,0,0.0,mobile,SM-G920I Build/NRD90M
mobile-SM-G920P Build/NRD90M,12,8,0.666667,mobile,SM-G920P Build/NRD90M
mobile-SM-G920R4,1,0,0.0,mobile,SM-G920R4
mobile-SM-G920T Build/NRD90M,3,0,0.0,mobile,SM-G920T Build/NRD90M
mobile-SM-G920T1,1,0,0.0,mobile,SM-G920T1
mobile-SM-G920V,2,0,0.0,mobile,SM-G920V
mobile-SM-G920V Build/MMB29K,1,0,0.0,mobile,SM-G920V Build/MMB29K
mobile-SM-G920V Build/NRD90M,11,0,0.0,mobile,SM-G920V Build/NRD90M
mobile-SM-G925I,1,0,0.0,mobile,SM-G925I
mobile-SM-G925I Build/LMY47X,1,0,0.0,mobile,SM-G925I Build/LMY47X
mobile-SM-G925I Build/MMB29K,3,2,0.666667,mobile,SM-G925I Build/MMB29K
mobile-SM-G925I Build/NRD90M,15,2,0.133333,mobile,SM-G925I Build/NRD90M
mobile-SM-G925T Build/LMY47X,2,2,1.0,mobile,SM-G925T Build/LMY47X
mobile-SM-G925T Build/NRD90M,4,1,0.25,mobile,SM-G925T Build/NRD90M
mobile-SM-G925V Build/NRD90M,3,0,0.0,mobile,SM-G925V Build/NRD90M
mobile-SM-G928G Build/NRD90M,6,0,0.0,mobile,SM-G928G Build/NRD90M
mobile-SM-G928T Build/NRD90M,4,0,0.0,mobile,SM-G928T Build/NRD90M
mobile-SM-G928V,2,0,0.0,mobile,SM-G928V
mobile-SM-G928V Build/MMB29K,1,0,0.0,mobile,SM-G928V Build/MMB29K
mobile-SM-G928V Build/NRD90M,3,0,0.0,mobile,SM-G928V Build/NRD90M
mobile-SM-G930F Build/NRD90M,25,0,0.0,mobile,SM-G930F Build/NRD90M
mobile-SM-G930P Build/NRD90M,12,0,0.0,mobile,SM-G930P Build/NRD90M
mobile-SM-G930R4 Build/NRD90M,1,0,0.0,mobile,SM-G930R4 Build/NRD90M
mobile-SM-G930T,1,0,0.0,mobile,SM-G930T
mobile-SM-G930T Build/NRD90M,17,0,0.0,mobile,SM-G930T Build/NRD90M
mobile-SM-G930U Build/NRD90M,4,0,0.0,mobile,SM-G930U Build/NRD90M
mobile-SM-G930V Build/MMB29M,2,0,0.0,mobile,SM-G930V Build/MMB29M
mobile-SM-G930V Build/NRD90M,57,0,0.0,mobile,SM-G930V Build/NRD90M
mobile-SM-G930W8 Build/NRD90M,2,1,0.5,mobile,SM-G930W8 Build/NRD90M
mobile-SM-G935F Build/MMB29K,12,0,0.0,mobile,SM-G935F Build/MMB29K
mobile-SM-G935F Build/NRD90M,58,2,0.034483,mobile,SM-G935F Build/NRD90M
mobile-SM-G935P Build/NRD90M,8,0,0.0,mobile,SM-G935P Build/NRD90M
mobile-SM-G935T Build/NRD90M,11,1,0.090909,mobile,SM-G935T Build/NRD90M
mobile-SM-G935V Build/NRD90M,22,0,0.0,mobile,SM-G935V Build/NRD90M
mobile-SM-G950F Build/NRD90M,40,6,0.15,mobile,SM-G950F Build/NRD90M
mobile-SM-G950F Build/R16NW,15,1,0.066667,mobile,SM-G950F Build/R16NW
mobile-SM-G950U Build/NRD90M,55,5,0.090909,mobile,SM-G950U Build/NRD90M
mobile-SM-G950U Build/R16NW,16,0,0.0,mobile,SM-G950U Build/R16NW
mobile-SM-G950U1 Build/NRD90M,1,0,0.0,mobile,SM-G950U1 Build/NRD90M
mobile-SM-G955F Build/NRD90M,27,6,0.222222,mobile,SM-G955F Build/NRD90M
mobile-SM-G955F Build/R16NW,10,0,0.0,mobile,SM-G955F Build/R16NW
mobile-SM-G955U Build/NRD90M,75,7,0.093333,mobile,SM-G955U Build/NRD90M
mobile-SM-G955U Build/R16NW,8,3,0.375,mobile,SM-G955U Build/R16NW
mobile-SM-G955U1 Build/NRD90M,2,0,0.0,mobile,SM-G955U1 Build/NRD90M
mobile-SM-G955U1 Build/R16NW,1,0,0.0,mobile,SM-G955U1 Build/R16NW
mobile-SM-G9600 Build/R16NW,3,3,1.0,mobile,SM-G9600 Build/R16NW
mobile-SM-G960U Build/R16NW,3,0,0.0,mobile,SM-G960U Build/R16NW
mobile-SM-G9650 Build/R16NW,2,1,0.5,mobile,SM-G9650 Build/R16NW
mobile-SM-G965F Build/R16NW,1,0,0.0,mobile,SM-G965F Build/R16NW
mobile-SM-G965U Build/R16NW,7,0,0.0,mobile,SM-G965U Build/R16NW
mobile-SM-J100MU,1,0,0.0,mobile,SM-J100MU
mobile-SM-J100VPP Build/LMY48B,3,2,0.666667,mobile,SM-J100VPP Build/LMY48B
mobile-SM-J105B Build/LMY47V,7,4,0.571429,mobile,SM-J105B Build/LMY47V
mobile-SM-J110M Build/LMY48B,6,2,0.333333,mobile,SM-J110M Build/LMY48B
mobile-SM-J111M Build/LMY47V,9,0,0.0,mobile,SM-J111M Build/LMY47V
mobile-SM-J120FN Build/LMY47X,2,0,0.0,mobile,SM-J120FN Build/LMY47X
mobile-SM-J120H Build/LMY47V,5,1,0.2,mobile,SM-J120H Build/LMY47V
mobile-SM-J120M,1,0,0.0,mobile,SM-J120M
