card_id,total_txn,fraud_txn,fraud_rate,avg_amount,card4,card6
2067-420.0-150.0,1,0,0.0,500.0,mastercard,debit
2068-583.0-150.0,1,0,0.0,112.99,mastercard,credit
2070-399.0-150.0,1,0,0.0,100.0,american express,credit
2071-532.0-150.0,69,0,0.0,97.99,mastercard,debit
2072-285.0-150.0,33,0,0.0,105.39,visa,debit
2074-564.0-150.0,56,0,0.0,70.6,visa,credit
2075-321.0-150.0,2,0,0.0,34.5,visa,debit
2077-533.0-150.0,6,0,0.0,101.08,mastercard,credit
2080-399.0-150.0,3,0,0.0,100.0,american express,credit
2086-369.0-150.0,1,0,0.0,75.0,mastercard,debit
2087-555.0-150.0,1,0,0.0,57.95,visa,debit
2089-168.0-144.0,4,4,1.0,300.0,visa,credit
2090-NA-150.0,3,0,0.0,243.67,visa,debit
2091-555.0-150.0,5,0,0.0,226.0,visa,debit
2094-310.0-150.0,2,0,0.0,44.25,mastercard,debit
2095-399.0-150.0,5,0,0.0,88.0,american express,credit
2096-399.0-150.0,1,0,0.0,180.0,american express,credit
2097-555.0-150.0,2,0,0.0,30.95,visa,debit
2098-392.0-150.0,1,0,0.0,27.97,visa,debit
2101-481.0-150.0,47,4,0.085106,196.6,mastercard,credit
2102-555.0-143.0,1,1,1.0,3221.0,visa,credit
2103-399.0-150.0,31,0,0.0,146.77,american express,credit
2104-321.0-150.0,2,0,0.0,96.45,visa,debit
2105-555.0-223.0,1,0,0.0,50.0,visa,credit
2107-513.0-150.0,11,0,0.0,65.97,mastercard,debit
2110-555.0-150.0,1,0,0.0,107.95,visa,debit
2111-127.0-150.0,4,0,0.0,473.09,mastercard,credit
2112-228.0-106.0,1,0,0.0,3.75,visa,debit
2113-555.0-150.0,1,0,0.0,80.0,visa,debit
2114-396.0-150.0,537,2,0.003724,124.66,mastercard,debit
2114-NA-NA,2,0,0.0,71.95,,
2115-415.0-185.0,107,1,0.009346,49.45,mastercard,credit
2115-NA-NA,1,0,0.0,22.99,,
2117-225.0-150.0,16,0,0.0,133.8,mastercard,debit
2118-543.0-150.0,2,0,0.0,90.45,mastercard,debit
2119-555.0-150.0,1,0,0.0,399.74,visa,debit
2120-555.0-150.0,3,1,0.333333,323.32,mastercard,credit
2121-555.0-162.0,1,0,0.0,75.0,visa,credit
2125-362.0-150.0,50,1,0.02,71.13,visa,debit
2126-174.0-150.0,3,0,0.0,200.0,visa,debit
2127-555.0-150.0,18,0,0.0,65.43,visa,debit
2131-555.0-150.0,1,0,0.0,82.0,visa,debit
2132-555.0-150.0,3,0,0.0,114.17,visa,credit
2133-399.0-150.0,1,0,0.0,250.0,american express,credit
2135-555.0-150.0,1,0,0.0,50.0,mastercard,debit
2136-225.0-150.0,2,0,0.0,1257.95,mastercard,debit
2137-111.0-150.0,1,0,0.0,29.0,mastercard,credit
2139-555.0-150.0,4,0,0.0,286.49,visa,debit
2140-275.0-150.0,1,0,0.0,161.0,mastercard,debit
2142-543.0-150.0,2,0,0.0,100.0,mastercard,debit
2143-261.0-150.0,1,0,0.0,60.0,mastercard,credit
2145-554.0-150.0,2,0,0.0,142.47,visa,credit
2146-555.0-150.0,31,0,0.0,64.92,visa,debit
2147-512.0-150.0,3,0,0.0,159.95,mastercard,debit
2148-480.0-150.0,1,0,0.0,59.0,mastercard,debit
2148-512.0-150.0,10,0,0.0,134.5,mastercard,debit
2149-555.0-150.0,1,0,0.0,200.0,visa,credit
2150-555.0-150.0,32,1,0.03125,105.54,visa,debit
2151-555.0-150.0,37,0,0.0,55.8,visa,debit
2152-555.0-102.0,3,0,0.0,103.44,visa,debit
2153-580.0-106.0,2,0,0.0,70.41,visa,debit
2154-555.0-223.0,2,2,1.0,200.0,visa,credit
2155-543.0-150.0,9,0,0.0,57.52,mastercard,debit
2156-555.0-150.0,9,0,0.0,118.99,visa,debit
2157-111.0-150.0,868,11,0.012673,141.75,visa,debit
2157-NA-NA,7,0,0.0,67.54,,
2158-140.0-150.0,3,0,0.0,234.98,visa,credit
2159-520.0-150.0,1,0,0.0,150.0,american express,credit
2160-555.0-150.0,1,0,0.0,47.95,discover,credit
2161-501.0-150.0,2,0,0.0,335.0,visa,debit
2162-336.0-150.0,45,0,0.0,98.59,visa,credit
2163-554.0-150.0,1,0,0.0,554.0,visa,credit
2164-555.0-141.0,3,0,0.0,8.91,mastercard,credit
2165-555.0-150.0,1,0,0.0,31.95,visa,debit
2167-464.0-150.0,3,0,0.0,70.17,visa,debit
2169-555.0-134.0,13,0,0.0,22.09,mastercard,credit
2170-555.0-150.0,7,0,0.0,225.28,mastercard,debit
2173-555.0-150.0,5,0,0.0,51.55,visa,credit
2174-555.0-150.0,1,0,0.0,105.0,visa,debit
2176-555.0-150.0,4,0,0.0,35.74,visa,debit
2177-480.0-150.0,8,0,0.0,116.38,mastercard,debit
2177-512.0-150.0,7,0,0.0,66.68,mastercard,debit
2178-572.0-150.0,2,0,0.0,136.0,visa,credit
2179-555.0-150.0,11,0,0.0,188.65,visa,debit
2179-NA-NA,1,0,0.0,157.95,,
2180-555.0-150.0,29,0,0.0,78.18,visa,debit
2181-555.0-150.0,4,0,0.0,50.0,visa,debit
2182-555.0-159.0,2,0,0.0,75.24,visa,credit
2184-390.0-150.0,17,0,0.0,138.86,mastercard,debit
2185-275.0-150.0,3,0,0.0,78.33,mastercard,debit
2188-555.0-200.0,1,0,0.0,116.01,visa,debit
2190-555.0-150.0,1,0,0.0,381.58,visa,credit
2192-555.0-150.0,1,0,0.0,157.0,mastercard,debit
2193-555.0-150.0,6,0,0.0,89.25,visa,debit
2194-108.0-150.0,20,0,0.0,58.16,mastercard,debit
2196-492.0-150.0,7,0,0.0,100.97,mastercard,debit
2197-543.0-150.0,2,0,0.0,82.95,mastercard,debit
2198-555.0-150.0,15,0,0.0,69.96,visa,debit
2199-555.0-150.0,2,1,0.5,135.5,visa,debit
2200-445.0-150.0,9,0,0.0,277.78,mastercard,credit
2201-399.0-150.0,1,0,0.0,200.0,american express,credit
2202-555.0-150.0,14,0,0.0,74.56,visa,debit
2204-310.0-150.0,8,0,0.0,201.23,mastercard,debit
2205-390.0-150.0,2,0,0.0,88.95,mastercard,debit
2206-275.0-150.0,1,0,0.0,107.95,mastercard,debit
2208-554.0-150.0,5,0,0.0,52.89,visa,debit
2212-555.0-102.0,9,0,0.0,47.15,visa,credit
2213-556.0-150.0,8,0,0.0,407.75,mastercard,debit
2214-555.0-135.0,1,0,0.0,133.71,visa,credit
2217-145.0-150.0,5,0,0.0,470.28,visa,credit
2218-399.0-150.0,7,0,0.0,132.14,american express,credit
2219-555.0-150.0,8,0,0.0,137.86,visa,debit
2220-420.0-150.0,5,0,0.0,115.19,mastercard,debit
2221-555.0-150.0,2,0,0.0,83.0,visa,credit
2222-549.0-150.0,26,2,0.076923,199.67,visa,credit
2224-158.0-150.0,3,0,0.0,39.33,visa,debit
2225-327.0-150.0,4,0,0.0,130.5,discover,debit
2226-187.0-144.0,1,0,0.0,275.0,visa,credit
2228-480.0-150.0,4,0,0.0,166.74,mastercard,credit
2228-512.0-150.0,9,0,0.0,298.09,mastercard,credit
2230-399.0-150.0,1,0,0.0,50.0,american express,credit
2231-543.0-150.0,24,0,0.0,78.65,mastercard,debit
2232-399.0-150.0,18,0,0.0,163.64,american express,credit
2233-399.0-150.0,10,0,0.0,173.0,american express,credit
2234-555.0-150.0,35,0,0.0,180.7,visa,debit
2235-273.0-185.0,1,0,0.0,21.39,mastercard,credit
2236-517.0-150.0,1,0,0.0,44.5,mastercard,debit
2237-369.0-150.0,13,0,0.0,101.94,mastercard,debit
2238-225.0-150.0,2,0,0.0,171.0,mastercard,debit
2240-555.0-150.0,7,0,0.0,214.25,visa,debit
2241-514.0-150.0,1,0,0.0,40.0,mastercard,debit
2242-555.0-150.0,24,0,0.0,74.41,visa,debit
2245-555.0-150.0,19,0,0.0,72.53,visa,debit
2246-369.0-150.0,1,0,0.0,49.0,mastercard,debit
2247-555.0-150.0,5,0,0.0,108.37,visa,debit
2248-321.0-150.0,9,0,0.0,136.02,visa,debit
2249-343.0-150.0,315,16,0.050794,229.22,visa,credit
2250-555.0-150.0,4,0,0.0,91.96,visa,debit
2251-127.0-150.0,20,0,0.0,168.6,mastercard,debit
2252-390.0-150.0,5,0,0.0,80.5,mastercard,debit
2253-520.0-150.0,2,0,0.0,100.0,american express,credit
2254-399.0-150.0,37,0,0.0,157.03,american express,credit
2255-359.0-150.0,151,3,0.019868,102.31,visa,debit
2256-545.0-185.0,1337,235,0.175767,46.56,visa,credit
2256-NA-NA,6,0,0.0,49.21,,
2257-480.0-150.0,4,0,0.0,106.96,mastercard,debit
2257-512.0-150.0,3,0,0.0,115.62,mastercard,debit
2259-517.0-150.0,20,0,0.0,599.0,mastercard,debit
2260-381.0-150.0,1,0,0.0,200.0,mastercard,credit
2261-111.0-150.0,302,2,0.006623,121.69,visa,debit
2261-NA-NA,1,0,0.0,30.95,,
2262-543.0-150.0,1,0,0.0,165.0,mastercard,debit
2263-174.0-150.0,299,6,0.020067,180.37,visa,debit
2263-NA-NA,1,0,0.0,734.0,,
2264-555.0-117.0,1,0,0.0,41.87,mastercard,credit
2267-555.0-106.0,3,0,0.0,31.21,mastercard,debit
2268-512.0-150.0,2,0,0.0,60.45,mastercard,debit
2269-310.0-150.0,6,0,0.0,119.83,mastercard,debit
2270-111.0-150.0,86,0,0.0,199.88,mastercard,debit
2271-555.0-195.0,10,0,0.0,42.11,visa,debit
2272-384.0-150.0,2,0,0.0,114.97,mastercard,debit
2273-216.0-150.0,8,0,0.0,125.54,mastercard,credit
2274-534.0-150.0,2,0,0.0,49.47,mastercard,debit
2275-555.0-119.0,28,0,0.0,48.83,visa,credit
2275-NA-NA,1,0,0.0,46.4,,
2276-555.0-150.0,1,0,0.0,759.95,visa,debit
2277-554.0-150.0,1,0,0.0,414.95,visa,credit
2278-543.0-150.0,2,0,0.0,77.0,mastercard,debit
2281-263.0-150.0,3,0,0.0,125.32,visa,credit
2284-399.0-150.0,3,0,0.0,300.0,american express,credit
2285-555.0-150.0,9,0,0.0,54.31,visa,debit
2286-174.0-150.0,13,0,0.0,61.53,visa,debit
2287-555.0-185.0,1,0,0.0,27.4,mastercard,debit
2288-127.0-150.0,5,0,0.0,212.79,mastercard,debit
2289-514.0-150.0,16,0,0.0,170.61,mastercard,debit
2290-555.0-150.0,6,0,0.0,470.67,visa,debit
2291-569.0-117.0,1,0,0.0,28.83,mastercard,credit
2293-405.0-185.0,1,1,1.0,26.82,visa,debit
2294-554.0-150.0,3,0,0.0,29.0,visa,debit
2295-543.0-150.0,32,0,0.0,65.11,mastercard,debit
2296-111.0-150.0,6,2,0.333333,78.65,visa,debit
2298-257.0-150.0,3,0,0.0,264.26,visa,credit
2300-412.0-150.0,102,0,0.0,147.21,visa,debit
2302-555.0-150.0,27,0,0.0,217.6,visa,debit
2303-197.0-150.0,203,0,0.0,92.07,visa,debit
2304-555.0-150.0,1,0,0.0,280.0,visa,credit
2305-342.0-150.0,1,0,0.0,159.95,visa,debit
2306-555.0-150.0,1,0,0.0,30.95,visa,debit
2307-532.0-150.0,46,0,0.0,79.21,mastercard,debit
2308-360.0-150.0,35,0,0.0,72.25,mastercard,debit
2309-420.0-150.0,34,0,0.0,158.16,mastercard,debit
2310-555.0-166.0,1,0,0.0,200.0,mastercard,credit
2311-555.0-150.0,7,0,0.0,122.52,visa,credit
2313-310.0-150.0,7,0,0.0,83.07,mastercard,debit
2314-321.0-150.0,2,0,0.0,59.97,visa,debit
2315-383.0-150.0,1,0,0.0,42.95,visa,debit
2316-555.0-135.0,1,0,0.0,45.25,mastercard,credit
2318-264.0-150.0,89,2,0.022472,146.45,visa,credit
2319-555.0-102.0,1,0,0.0,7.99,visa,debit
2320-225.0-150.0,34,0,0.0,104.01,mastercard,debit
2321-399.0-150.0,6,0,0.0,295.83,american express,credit
2323-555.0-150.0,1,0,0.0,25.0,visa,credit
2324-131.0-150.0,5,0,0.0,116.8,visa,debit
2325-534.0-150.0,1,0,0.0,141.0,mastercard,debit
2326-555.0-119.0,2,1,0.5,74.76,visa,debit
2328-543.0-150.0,11,0,0.0,126.25,mastercard,debit
2329-555.0-188.0,1,0,0.0,16.01,mastercard,credit
2330-555.0-150.0,1,0,0.0,303.95,visa,debit
2331-225.0-150.0,4,0,0.0,122.49,mastercard,credit
2332-399.0-150.0,19,3,0.157895,202.63,american express,credit
2333-183.0-150.0,109,0,0.0,206.58,visa,debit
2334-100.0-150.0,5,0,0.0,39.0,visa,debit
2336-260.0-150.0,178,0,0.0,211.38,visa,debit
2336-NA-NA,2,0,0.0,405.0,,
2337-555.0-150.0,26,0,0.0,159.3,visa,debit
2340-512.0-150.0,3,0,0.0,44.17,mastercard,debit
2341-302.0-150.0,24,0,0.0,118.29,visa,debit
2342-187.0-144.0,12,0,0.0,47.5,visa,credit
2343-399.0-150.0,3,0,0.0,216.67,american express,credit
2344-555.0-150.0,4,0,0.0,84.24,visa,debit
2345-364.0-146.0,2,0,0.0,43.9,mastercard,debit
2346-161.0-150.0,3,0,0.0,286.0,mastercard,credit
2347-555.0-130.0,2,0,0.0,69.63,visa,credit
2348-555.0-133.0,1,0,0.0,40.0,mastercard,credit
2349-555.0-150.0,1,0,0.0,209.95,visa,credit
2351-390.0-150.0,3,0,0.0,77.95,mastercard,debit
2352-555.0-150.0,1,0,0.0,226.0,visa,credit
2354-310.0-150.0,40,0,0.0,61.91,mastercard,debit
2354-NA-NA,1,0,0.0,67.95,,
2355-174.0-150.0,2,0,0.0,129.5,visa,credit
2356-143.0-150.0,57,0,0.0,92.39,visa,debit
2358-302.0-150.0,1,0,0.0,59.0,visa,debit
2359-225.0-150.0,4,0,0.0,150.0,mastercard,credit
2360-543.0-150.0,1,0,0.0,97.0,mastercard,debit
2361-555.0-150.0,76,0,0.0,73.74,visa,debit
2362-225.0-150.0,1,0,0.0,100.0,mastercard,debit
2363-555.0-150.0,2,0,0.0,55.75,visa,debit
2365-555.0-150.0,9,0,0.0,48.22,visa,debit
2366-127.0-150.0,1,0,0.0,49.0,mastercard,debit
2367-555.0-150.0,11,0,0.0,85.24,mastercard,debit
2367-NA-150.0,1,0,0.0,32.97,mastercard,credit
2368-390.0-150.0,15,0,0.0,46.38,mastercard,debit
2369-514.0-150.0,1,0,0.0,75.0,mastercard,credit
2370-490.0-150.0,1,0,0.0,49.0,visa,debit
2371-527.0-150.0,6,0,0.0,137.83,mastercard,debit
2372-555.0-150.0,1,0,0.0,47.95,mastercard,debit
2373-555.0-150.0,1,0,0.0,117.0,visa,debit
2375-272.0-150.0,2,0,0.0,150.0,visa,credit
2376-555.0-150.0,2,0,0.0,330.45,visa,credit
2377-203.0-150.0,672,9,0.013393,84.55,visa,debit
2377-NA-NA,1,0,0.0,159.95,,
2378-360.0-150.0,2,0,0.0,549.54,mastercard,debit
2379-407.0-185.0,8,3,0.375,67.74,visa,debit
2380-555.0-150.0,7,0,0.0,256.49,visa,credit
2381-399.0-150.0,5,0,0.0,210.0,american express,credit
2383-259.0-150.0,177,0,0.0,109.13,mastercard,debit
2384-543.0-150.0,1,0,0.0,117.0,mastercard,debit
2386-520.0-150.0,3,0,0.0,750.0,american express,credit
2388-516.0-150.0,1,0,0.0,108.5,mastercard,debit
2389-555.0-172.0,1,0,0.0,50.0,visa,debit
2391-399.0-150.0,6,0,0.0,162.67,american express,credit
2392-360.0-150.0,1506,19,0.012616,92.94,mastercard,debit
2392-NA-NA,3,0,0.0,58.97,,
2393-555.0-150.0,10,0,0.0,90.28,visa,debit
2394-532.0-150.0,1,0,0.0,59.0,mastercard,credit
2395-555.0-150.0,2,0,0.0,117.0,visa,debit
2396-555.0-150.0,9,0,0.0,123.69,visa,debit
2397-555.0-150.0,3,0,0.0,334.86,visa,credit
2399-480.0-150.0,1,0,0.0,72.0,mastercard,debit
2401-555.0-185.0,1,1,1.0,77.59,american express,credit
2402-185.0-150.0,10,0,0.0,277.74,visa,debit
2403-555.0-106.0,2,0,0.0,85.31,mastercard,debit
2407-302.0-150.0,35,0,0.0,85.92,visa,debit
2408-571.0-150.0,312,0,0.0,94.99,visa,debit
2408-NA-NA,2,0,0.0,54.45,,
2409-390.0-150.0,7,0,0.0,63.05,mastercard,debit
2412-225.0-150.0,17,0,0.0,365.85,mastercard,debit
2413-216.0-150.0,8,0,0.0,308.15,visa,credit
2415-170.0-150.0,14,2,0.142857,225.71,visa,credit
2416-498.0-150.0,13,0,0.0,587.06,mastercard,debit
2417-399.0-150.0,1,0,0.0,100.0,american express,credit
2419-111.0-150.0,68,0,0.0,146.56,visa,debit
2420-321.0-150.0,1,0,0.0,100.0,visa,debit
2421-492.0-150.0,1,0,0.0,100.0,american express,credit
2422-399.0-150.0,1,0,0.0,100.0,american express,credit
2423-225.0-150.0,28,0,0.0,91.15,mastercard,debit
2425-555.0-210.0,2,0,0.0,41.21,visa,credit
2426-225.0-150.0,8,0,0.0,74.44,mastercard,debit
2430-310.0-150.0,6,0,0.0,121.64,mastercard,debit
2431-555.0-150.0,1,0,0.0,335.0,visa,credit
2432-555.0-146.0,1,0,0.0,18.85,mastercard,debit
2433-555.0-144.0,3,0,0.0,133.69,mastercard,credit
2435-100.0-150.0,5,0,0.0,50.0,visa,debit
2437-111.0-150.0,65,0,0.0,87.63,mastercard,debit
2438-348.0-150.0,5,0,0.0,100.0,mastercard,credit
2439-555.0-150.0,2,0,0.0,37.71,visa,debit
2440-111.0-150.0,1,0,0.0,50.0,visa,debit
2443-555.0-150.0,37,0,0.0,52.32,visa,debit
2444-555.0-150.0,7,2,0.285714,120.57,mastercard,debit
2445-381.0-150.0,90,0,0.0,112.78,mastercard,debit
2448-490.0-150.0,1,0,0.0,100.0,visa,debit
2449-555.0-150.0,38,0,0.0,101.13,visa,debit
2450-512.0-150.0,2,0,0.0,102.0,mastercard,debit
2451-555.0-150.0,3,0,0.0,94.67,visa,credit
2453-399.0-150.0,6,0,0.0,216.67,american express,credit
2454-360.0-150.0,11,0,0.0,103.32,mastercard,debit
2455-321.0-150.0,1793,89,0.049637,271.41,visa,credit
2455-NA-NA,6,0,0.0,156.16,,
2456-399.0-150.0,13,0,0.0,179.23,american express,credit
2457-485.0-150.0,93,0,0.0,162.48,mastercard,debit
2458-555.0-146.0,1,0,0.0,110.57,visa,credit
2459-491.0-150.0,1,0,0.0,150.0,visa,debit
2461-555.0-150.0,2,0,0.0,71.0,visa,debit
2462-555.0-150.0,1,0,0.0,159.95,mastercard,debit
2463-501.0-150.0,3,0,0.0,166.67,visa,debit
2463-555.0-150.0,2,0,0.0,361.5,visa,debit
2464-216.0-150.0,15,1,0.066667,280.94,mastercard,credit
2465-555.0-150.0,9,0,0.0,69.63,visa,debit
2467-143.0-150.0,5,0,0.0,161.59,visa,debit
2469-343.0-150.0,1,0,0.0,480.12,visa,credit
2471-543.0-150.0,31,0,0.0,144.75,mastercard,debit
2472-591.0-150.0,3,1,0.333333,300.32,visa,credit
2473-138.0-200.0,1,0,0.0,46.76,visa,debit
2475-555.0-150.0,10,0,0.0,257.05,mastercard,debit
2476-555.0-150.0,9,0,0.0,161.88,visa,debit
2478-320.0-150.0,35,0,0.0,137.56,mastercard,credit
2478-NA-NA,1,0,0.0,57.95,,
2479-399.0-150.0,5,0,0.0,160.0,american express,credit
2480-562.0-150.0,21,0,0.0,205.57,mastercard,credit
2481-555.0-149.0,1,0,0.0,15.71,visa,credit
2482-399.0-150.0,14,0,0.0,126.79,american express,credit
2483-399.0-150.0,5,0,0.0,130.0,american express,credit
2484-543.0-150.0,7,0,0.0,930.39,mastercard,debit
2485-555.0-150.0,18,0,0.0,97.0,visa,debit
2487-555.0-150.0,19,0,0.0,231.49,visa,debit
2488-194.0-150.0,10,0,0.0,134.74,mastercard,debit
2489-337.0-150.0,132,0,0.0,145.4,visa,debit
2491-143.0-150.0,2,0,0.0,41.97,visa,debit
2492-543.0-150.0,4,0,0.0,135.2,mastercard,debit
2493-555.0-150.0,1,0,0.0,173.99,visa,debit
2495-399.0-150.0,9,0,0.0,380.56,american express,credit
2496-555.0-150.0,5,0,0.0,73.15,visa,debit
2497-383.0-150.0,4,4,1.0,228.5,visa,debit
2498-555.0-150.0,2,0,0.0,152.5,visa,credit
2499-555.0-150.0,1,0,0.0,59.0,visa,credit
2500-555.0-185.0,7,2,0.285714,54.34,mastercard,debit
2502-141.0-185.0,4,3,0.75,53.63,visa,credit
2505-543.0-150.0,1,0,0.0,100.0,mastercard,debit
2507-384.0-150.0,1,0,0.0,280.0,visa,debit
2508-310.0-150.0,1,0,0.0,50.0,mastercard,debit
2509-514.0-150.0,2,0,0.0,367.47,mastercard,credit
2510-555.0-150.0,2,0,0.0,114.5,visa,credit
2512-555.0-150.0,7,0,0.0,297.29,mastercard,debit
2513-555.0-150.0,4,0,0.0,150.25,visa,debit
2514-555.0-191.0,1,0,0.0,60.0,visa,credit
2515-418.0-150.0,1,0,0.0,400.0,visa,credit
2516-310.0-150.0,13,0,0.0,112.59,mastercard,debit
2517-555.0-150.0,4,2,0.5,98.5,mastercard,debit
2518-555.0-150.0,28,0,0.0,114.38,visa,debit
2519-543.0-150.0,17,0,0.0,178.94,mastercard,debit
2522-NA-NA,2,0,0.0,98.95,,
2524-520.0-150.0,1,0,0.0,40.0,american express,credit
2525-555.0-150.0,10,0,0.0,105.46,visa,debit
2526-111.0-150.0,12,0,0.0,256.8,mastercard,credit
2527-555.0-150.0,5,0,0.0,152.38,visa,debit
2528-399.0-150.0,23,1,0.043478,166.39,american express,credit
2529-555.0-150.0,3,0,0.0,263.66,visa,debit
2531-555.0-150.0,8,0,0.0,83.46,visa,debit
2532-555.0-150.0,20,0,0.0,89.31,visa,debit
2533-420.0-150.0,1,0,0.0,160.0,mastercard,debit
2536-555.0-150.0,1,0,0.0,108.95,visa,credit
2537-555.0-162.0,3,0,0.0,22.77,visa,credit
2538-476.0-150.0,395,3,0.007595,100.2,visa,debit
2539-544.0-150.0,9,0,0.0,425.78,visa,credit
2540-115.0-150.0,3,0,0.0,343.65,visa,debit
2541-399.0-150.0,15,0,0.0,218.33,american express,credit
2542-321.0-150.0,127,0,0.0,83.35,visa,debit
2543-555.0-150.0,7,0,0.0,56.81,visa,debit
2544-322.0-150.0,8,0,0.0,35.38,visa,credit
2546-555.0-162.0,3,0,0.0,40.08,mastercard,debit
2548-467.0-150.0,8,0,0.0,181.58,visa,debit
2549-158.0-150.0,10,0,0.0,67.35,visa,debit
2550-161.0-150.0,1,0,0.0,554.0,mastercard,debit
2551-555.0-150.0,41,0,0.0,445.32,visa,debit
2552-263.0-150.0,9,0,0.0,268.27,visa,debit
2553-555.0-150.0,6,1,0.166667,326.23,visa,credit
2555-555.0-150.0,3,1,0.333333,263.98,mastercard,credit
2556-555.0-150.0,1,0,0.0,306.48,visa,credit
2557-555.0-150.0,1,0,0.0,100.0,visa,credit
2559-555.0-150.0,5,0,0.0,115.8,visa,debit
2560-562.0-150.0,101,2,0.019802,312.44,visa,credit
2561-174.0-150.0,38,1,0.026316,157.0,visa,debit
2562-439.0-150.0,1,1,1.0,500.0,mastercard,credit
2563-399.0-150.0,1,0,0.0,100.0,american express,credit
2565-555.0-150.0,2,0,0.0,56.75,visa,debit
2567-420.0-150.0,20,0,0.0,260.6,mastercard,debit
2569-174.0-150.0,63,1,0.015873,59.45,visa,debit
2570-555.0-150.0,1,0,0.0,49.0,visa,debit
2572-555.0-150.0,20,0,0.0,56.36,mastercard,debit or credit
2573-481.0-150.0,15,0,0.0,332.3,mastercard,credit
2574-543.0-150.0,9,0,0.0,57.95,mastercard,debit
2575-399.0-150.0,3,0,0.0,433.33,american express,credit
2576-520.0-150.0,2,0,0.0,250.0,american express,credit
2577-555.0-150.0,9,0,0.0,88.89,visa,debit
2578-498.0-150.0,5,0,0.0,482.81,mastercard,credit
2580-555.0-150.0,1,0,0.0,77.0,visa,credit
2581-199.0-150.0,375,4,0.010667,80.89,mastercard,debit
2581-445.0-150.0,530,32,0.060377,78.17,mastercard,debit
2581-NA-NA,7,0,0.0,39.9,,
2583-517.0-150.0,1,0,0.0,100.0,mastercard,debit
2585-520.0-150.0,2,0,0.0,137.5,american express,credit
2587-111.0-150.0,23,0,0.0,188.35,mastercard,debit
2588-555.0-150.0,1,0,0.0,171.0,visa,debit
2589-555.0-150.0,9,0,0.0,320.54,visa,credit
2590-390.0-150.0,2,0,0.0,199.55,mastercard,debit
2591-439.0-150.0,3,3,1.0,200.0,mastercard,credit
2592-492.0-150.0,2,0,0.0,37.0,visa,debit
2593-179.0-106.0,2,0,0.0,33.78,visa,debit
2595-195.0-150.0,100,0,0.0,161.05,visa,debit
2596-305.0-106.0,4,0,0.0,29.89,mastercard,credit
2597-417.0-150.0,26,0,0.0,210.48,visa,debit
2598-555.0-150.0,32,0,0.0,81.09,visa,debit
2599-302.0-150.0,1,0,0.0,160.95,visa,debit
2601-336.0-150.0,41,4,0.097561,96.6,visa,credit
2602-514.0-150.0,2,0,0.0,150.0,mastercard,credit
2603-321.0-150.0,5,0,0.0,423.0,visa,debit
2604-435.0-150.0,1,0,0.0,556.95,visa,credit
2605-310.0-150.0,5,0,0.0,359.4,mastercard,debit
2607-555.0-150.0,29,0,0.0,231.02,visa,debit
2607-NA-NA,1,0,0.0,77.95,,
2608-310.0-150.0,11,0,0.0,75.3,mastercard,debit
2609-445.0-150.0,6,0,0.0,216.17,mastercard,credit
2610-555.0-203.0,46,0,0.0,37.15,mastercard,credit
2610-NA-NA,1,0,0.0,29.49,,
2611-225.0-150.0,16,0,0.0,55.04,mastercard,debit
2612-321.0-150.0,8,0,0.0,73.86,visa,debit
2613-555.0-150.0,1,0,0.0,105.0,visa,debit
2614-543.0-150.0,35,0,0.0,143.58,mastercard,debit
2615-480.0-150.0,1,0,0.0,39.0,mastercard,debit
2616-327.0-150.0,3200,256,0.08,245.56,discover,credit
2616-NA-150.0,1198,58,0.048414,338.18,discover,credit
2616-NA-NA,12,0,0.0,237.63,,
2617-181.0-150.0,1,0,0.0,92.0,visa,credit
2617-528.0-150.0,1,0,0.0,1242.45,visa,credit
2618-399.0-150.0,2,0,0.0,112.5,american express,credit
2620-321.0-150.0,9,0,0.0,76.75,visa,debit
2622-555.0-150.0,43,0,0.0,109.51,visa,debit
2623-399.0-150.0,2,0,0.0,125.0,american express,credit
2624-310.0-150.0,1,0,0.0,300.0,mastercard,debit
2625-555.0-150.0,1,0,0.0,75.0,visa,credit
2627-271.0-150.0,41,13,0.317073,155.95,visa,debit
2628-555.0-138.0,2,0,0.0,149.4,mastercard,credit
2629-321.0-150.0,7,0,0.0,202.14,visa,credit
2630-555.0-106.0,3,0,0.0,26.65,visa,credit
2631-555.0-150.0,19,0,0.0,144.26,mastercard,debit
2632-399.0-150.0,1,0,0.0,500.0,american express,credit
2633-555.0-150.0,4,0,0.0,93.62,mastercard,debit
2635-555.0-150.0,7,0,0.0,83.81,visa,debit
2636-555.0-198.0,1,0,0.0,41.07,visa,credit
2638-555.0-150.0,1,0,0.0,49.0,visa,debit
2639-480.0-150.0,8,0,0.0,142.12,mastercard,debit
2639-512.0-150.0,25,0,0.0,222.16,mastercard,debit
2640-390.0-150.0,4,0,0.0,387.5,mastercard,debit
2642-555.0-150.0,6,0,0.0,66.28,visa,debit
2643-NA-150.0,10,0,0.0,53.65,visa,debit
2644-151.0-150.0,2,0,0.0,50.45,visa,debit
2645-529.0-150.0,1,0,0.0,280.0,visa,credit
2646-449.0-150.0,358,7,0.019553,87.04,visa,debit
2646-NA-NA,2,0,0.0,58.95,,
2647-555.0-150.0,12,0,0.0,129.38,visa,debit
2648-555.0-150.0,15,0,0.0,129.8,visa,debit
2650-142.0-185.0,545,65,0.119266,36.86,mastercard,debit
